sess;hiactype;parts;
"1424770997";"'PaC'";"[('s', 778267.36796502175, 4010),('e', 778267.91984327533, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778272.85579820804, 4022),('e', 778273.70380038396, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778275.79405046848, 4029),('e', 778276.15177972335, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778283.65576519363, 4038),('e', 778283.79178093793, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778285.90416532464, 4041),('e', 778286.36772810447, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778291.503614699, 4051),('e', 778292.29564324534, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778294.70350188529, 4058),('e', 778294.95151919988, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778295.61549225124, 4060),('e', 778296.0075432919, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778305.74334418564, 4065),('e', 778306.10341609898, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778307.38325473864, 4069),('e', 778307.67949156009, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778308.21527226886, 4073),('e', 778308.28742512409, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778309.76742079633, 4080),('e', 778309.93539514078, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778317.91915262304, 4090),('e', 778318.67929698003, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778319.47114292055, 4091),('e', 778319.87128849211, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778349.12680205738, 4100),('e', 778349.37483605021, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778377.16648698307, 4129),('e', 778377.33449896064, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778381.84629714128, 4136),('e', 778382.07040035166, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778387.60622425284, 4142),('e', 778387.82236250991, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778404.66211534617, 4150),('e', 778404.75811516494, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778411.35799354163, 4164),('e', 778411.65403150662, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778413.16600160196, 4167),('e', 778413.50999521464, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778419.87781569117, 4181),('e', 778419.91784359096, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778434.60556353594, 4195),('e', 778434.71758349519, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778446.47754182504, 4200),('e', 778446.76542239485, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778448.20542737271, 4204),('e', 778448.66946961754, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778452.18943118048, 4214),('e', 778452.55750696314, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778453.30934766924, 4216),('e', 778453.46938314696, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778455.46933781623, 4220),('e', 778455.7093854734, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778458.11728602287, 4224),('e', 778458.70133841154, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778462.35731101467, 4227),('e', 778462.72513833363, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778463.00515188149, 4228),('e', 778463.41332484304, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778466.27726804453, 4231),('e', 778466.39727605006, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778467.23726409301, 4234),('e', 778467.47755978629, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778467.76523508481, 4235),('e', 778468.06126749027, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778491.86150054412, 4246),('e', 778492.07693824195, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778497.96486397146, 4262),('e', 778498.12485582905, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778511.02102669259, 4271),('e', 778511.28499950178, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778511.66048728838, 4272),('e', 778511.89257469634, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778515.60447089397, 4277),('e', 778516.00472850946, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778517.99639449548, 4280),('e', 778518.28453935205, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778519.92444691155, 4285),('e', 778520.21253403544, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778523.07641052373, 4291),('e', 778523.35643861175, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778528.18027009419, 4299),('e', 778528.26828699838, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778528.5883891721, 4301),('e', 778528.63645857433, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778533.40423047007, 4315),('e', 778533.72425310116, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778534.02820470161, 4318),('e', 778534.16424696019, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778534.29222462326, 4320),('e', 778534.3402303058, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778535.4842041611, 4325),('e', 778536.38027402863, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778537.82812934997, 4329),('e', 778538.06035702664, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778538.21247844119, 4330),('e', 778538.4784595588, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778538.56418597745, 4331),('e', 778538.64415881329, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778540.75614028412, 4338),('e', 778540.84408619849, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778542.59615398594, 4341),('e', 778542.72414789966, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778544.0761188675, 4343),('e', 778544.40417701402, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778546.65201813739, 4347),('e', 778546.74816036306, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778557.22001403547, 4354),('e', 778557.33226235898, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778557.81064536865, 4355),('e', 778557.99603227724, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778558.70790409902, 4359),('e', 778558.85196733277, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778565.02029969008, 4362),('e', 778565.26785165211, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778571.5317103503, 4375),('e', 778571.76375670393, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778588.67564272357, 4386),('e', 778588.81165077025, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778589.98747759662, 4389),('e', 778590.25160058145, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778591.33156999596, 4392),('e', 778591.47572218068, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778611.62726798037, 4406),('e', 778611.89122332702, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778614.23514338408, 4411),('e', 778614.78725171264, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778620.12315977504, 4414),('e', 778620.61111655179, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778632.38686024316, 4429),('e', 778632.43487234053, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778648.32270142133, 4435),('e', 778648.61870859563, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778653.01874255086, 4442),('e', 778653.21133961319, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778659.9705893296, 4452),('e', 778660.10658497445, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778664.8023605342, 4459),('e', 778664.94655719434, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778679.26636856713, 4480),('e', 778679.32226008817, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778685.09020689211, 4500),('e', 778685.19420673128, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778686.31423355336, 4503),('e', 778686.65027846338, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778688.97824936954, 4508),('e', 778689.17022805207, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778695.93814834184, 4530),('e', 778696.05815677508, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778697.05011954915, 4532),('e', 778697.16225540114, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778698.5381139589, 4534),('e', 778698.68206386582, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778700.11398457643, 4537),('e', 778700.20197710453, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778703.92196184606, 4542),('e', 778704.20201815886, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778750.54532154673, 4560),('e', 778750.78541410703, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778781.33698915783, 4568),('e', 778781.55300981156, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778786.22478146094, 4576),('e', 778786.48086337105, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778790.93686496874, 4589),('e', 778791.12888128438, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778795.40064720321, 4594),('e', 778795.61674098484, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778798.64862474659, 4602),('e', 778799.28069393663, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778806.88861766469, 4609),('e', 778807.20864671061, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778813.63253276108, 4617),('e', 778813.79249810439, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778818.36044311232, 4628),('e', 778818.46442627313, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778822.08846550738, 4630),('e', 778822.77645401563, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778827.63235485926, 4642),('e', 778827.73635726445, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778843.74414346064, 4655),('e', 778844.18406547466, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778859.56790951302, 4666),('e', 778859.75182659365, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778862.6717387205, 4675),('e', 778863.02388245822, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778874.86359680619, 4691),('e', 778875.05558404175, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778897.07968723751, 4710),('e', 778897.89542112476, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778899.7831881966, 4713),('e', 778899.97083608271, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778906.51106390823, 4728),('e', 778907.24753920361, 'ld'),]";
"1424770997";"'PaC'";"[('s', 778920.63895048213, 4739),('e', 778920.81494366378, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779052.46119838231, 4778),('e', 779052.59731633461, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779069.87706516811, 4794),('e', 779069.98900857824, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779080.06135565683, 4798),('e', 779080.38092362671, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779081.91690019844, 4800),('e', 779082.71674059995, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779096.91656663257, 4809),('e', 779097.26869497495, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779108.14081574208, 4817),('e', 779108.47649280331, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779110.25266884745, 4821),('e', 779110.38038863835, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779134.14820287132, 4833),('e', 779134.36418931314, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779134.80443427281, 4834),('e', 779135.09219032584, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779217.20304836403, 4857),('e', 779217.54706506967, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779225.87493248505, 4866),('e', 779225.93894034694, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779239.77075260575, 4877),('e', 779239.88276016316, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779243.62066038337, 4886),('e', 779243.99469373736, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779248.56250959542, 4895),('e', 779248.69049153489, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779260.13047598558, 4902),('e', 779260.6904936732, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779266.50625884964, 4914),('e', 779266.71430685231, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779267.35559657181, 4915),('e', 779267.97835756466, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779279.18606002734, 4920),('e', 779279.69820545858, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779318.3855563429, 4932),('e', 779318.8015984646, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779362.30513960798, 4940),('e', 779362.44898516871, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779365.81703101611, 4949),('e', 779366.48903316795, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779378.368916112, 4957),('e', 779378.74494188046, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779395.29650624003, 4974),('e', 779395.44864304992, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779400.43242063164, 4983),('e', 779401.27256262803, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779404.54436874588, 4987),('e', 779404.74457110919, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779406.95227399957, 4988),('e', 779407.14443699864, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779411.59226837172, 4994),('e', 779411.86431482795, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779412.63240703242, 4997),('e', 779413.04045212711, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779413.85636783589, 4999),('e', 779414.3203694541, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779434.97607477696, 5016),('e', 779435.25609816075, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779435.81618298905, 5017),('e', 779436.67208169459, 'ld'),]";
"1424770997";"'PaC'";"[('s', 779446.1439417816, 5027),('e', 779446.32795465563, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4476431.003130815, 5039),('e', 4476431.8264995813, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647867.472929636, 5042),('e', 4647868.0170430755, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647873.3289202861, 5050),('e', 4647873.8969559548, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647878.5208429461, 5059),('e', 4647878.8008851465, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647882.224831068, 5064),('e', 4647882.5448237639, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647884.1608001133, 5071),('e', 4647885.056801985, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647889.4327208409, 5080),('e', 4647889.8087346349, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647891.0327005703, 5083),('e', 4647891.2247211626, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647891.9366939096, 5086),('e', 4647892.0807122402, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647892.9371011043, 5088),('e', 4647893.1686795373, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647894.9205360664, 5092),('e', 4647895.1126652807, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647895.5206453726, 5093),('e', 4647896.1766513325, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647897.5046158237, 5097),('e', 4647897.7846092721, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647899.2085876949, 5098),('e', 4647899.8806039598, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647943.1839615563, 5112),('e', 4647943.4159707045, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647946.4558369527, 5120),('e', 4647946.5839531738, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647947.3360171132, 5122),('e', 4647947.9279484972, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647949.2077969732, 5125),('e', 4647949.3919129102, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647952.119746712, 5134),('e', 4647952.5198777439, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647953.4158436926, 5136),('e', 4647953.7038581166, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647953.9678027723, 5137),('e', 4647954.0802238658, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647959.9117282173, 5151),('e', 4647960.5837637261, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647961.6717211865, 5154),('e', 4647961.7677107416, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647962.8237399654, 5155),('e', 4647963.7196960784, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647964.1197172049, 5157),('e', 4647964.4957121825, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647966.1115722116, 5160),('e', 4647966.2716949293, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647966.8956725821, 5162),('e', 4647967.0077596819, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4647976.6475530593, 5176),('e', 4647977.0555541059, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649899.1573720826, 5185),('e', 4649899.6534841163, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649901.2212495124, 5188),('e', 4649901.4533544537, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649903.5013263514, 5192),('e', 4649903.8612036854, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649905.4132692488, 5194),('e', 4649906.3653011993, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649908.453044408, 5199),('e', 4649908.805247589, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649936.1888606977, 5207),('e', 4649936.3888941398, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649937.5327431215, 5208),('e', 4649937.8288734583, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649938.6606621966, 5211),('e', 4649939.1168511044, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649939.740831323, 5213),('e', 4649940.220828278, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649967.8604411874, 5230),('e', 4649968.1484393608, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649969.1804120736, 5233),('e', 4649969.6124345642, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649972.5723955454, 5237),('e', 4649973.0683925422, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649976.068334382, 5243),('e', 4649976.5163410911, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649979.0602791943, 5252),('e', 4649979.2683079531, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649980.3402756369, 5255),('e', 4649980.7242894517, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649981.6281467983, 5258),('e', 4649981.9642366115, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649982.5402466422, 5260),('e', 4649982.8202473605, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649983.6202327348, 5262),('e', 4649983.8282003393, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649984.6840969073, 5265),('e', 4649984.9882221324, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649986.3641931619, 5270),('e', 4649986.5482090292, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649988.3000625651, 5272),('e', 4649988.564154759, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649989.1241561957, 5275),('e', 4649989.2441663397, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649990.3481264077, 5277),('e', 4649990.516156774, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649991.1961016422, 5281),('e', 4649991.3161263261, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649992.4679950001, 5285),('e', 4649992.7084963918, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649993.612087314, 5290),('e', 4649993.7644144269, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649995.7320491336, 5296),('e', 4649995.8920722092, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4649996.548055076, 5297),('e', 4649996.9160667118, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650000.3720097216, 5307),('e', 4650000.7080212748, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650002.9799591079, 5312),('e', 4650003.2279503364, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650003.9159905901, 5315),('e', 4650004.0599653004, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650005.4439239483, 5320),('e', 4650006.3319129702, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650007.8998947553, 5326),('e', 4650008.0439118035, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650009.635885953, 5330),('e', 4650009.9079892868, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650011.2438511625, 5334),('e', 4650012.0278625833, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650014.8358064955, 5343),('e', 4650015.0038069272, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650016.0597844049, 5348),('e', 4650016.1877975632, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650017.1717727184, 5352),('e', 4650017.4120141007, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650025.627634475, 5371),('e', 4650025.8757317597, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650028.8195827948, 5374),('e', 4650029.1396849686, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650031.6995683741, 5383),('e', 4650031.9315907797, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650032.8274455396, 5387),('e', 4650032.9235847723, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4650035.7555227596, 5394),('e', 4650036.0595380794, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651202.7716549439, 5411),('e', 4651203.1316609997, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651215.2434500288, 5421),('e', 4651215.3954893351, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651216.7314367406, 5425),('e', 4651216.867459327, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651217.6114163334, 5427),('e', 4651217.8194566388, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651219.6274039727, 5430),('e', 4651220.09141842, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651221.1953853304, 5432),('e', 4651221.3313784096, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651223.7553589707, 5435),('e', 4651224.1073555974, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651224.7633320494, 5436),('e', 4651225.0673563499, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651225.3393168487, 5438),('e', 4651225.5154212192, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651229.1232555686, 5442),('e', 4651229.3152701734, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651231.4112413395, 5447),('e', 4651231.5872597527, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651234.9391293675, 5455),('e', 4651235.0432027625, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651236.0911763711, 5457),('e', 4651236.6351978667, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651238.7070359727, 5464),('e', 4651238.8271799702, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651240.5391202159, 5466),('e', 4651240.7790340194, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651242.5628987551, 5468),('e', 4651242.7709253756, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651245.5550257461, 5473),('e', 4651245.7870712448, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651246.8030426335, 5476),('e', 4651246.9950550999, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651248.2428966518, 5482),('e', 4651248.6110169096, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651251.2669771109, 5488),('e', 4651251.5869916165, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651253.3148801578, 5493),('e', 4651253.4989623111, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651253.8913315954, 5495),('e', 4651254.1868584473, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651254.6509203641, 5497),('e', 4651255.0029499196, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651256.3069083625, 5500),('e', 4651256.7389231557, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651259.2428692821, 5510),('e', 4651259.4188812803, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651260.610837725, 5513),('e', 4651260.9468651013, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651263.4668065645, 5524),('e', 4651263.5868111495, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651265.6267847372, 5529),('e', 4651265.7308059596, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651266.5625861445, 5531),('e', 4651266.9787766598, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651268.4185434375, 5533),('e', 4651269.354751966, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651270.3307228247, 5536),('e', 4651270.4427299537, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651271.9466944691, 5538),('e', 4651272.1946044443, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651273.3226736244, 5542),('e', 4651273.5626904909, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651274.8826848967, 5545),('e', 4651275.3626630353, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651276.7146314373, 5548),('e', 4651276.9146293849, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651277.930618735, 5551),('e', 4651278.1466304073, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651278.8986019744, 5553),('e', 4651279.0346177183, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651280.0266061518, 5555),('e', 4651280.1066290224, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651280.6345816255, 5557),('e', 4651280.7705913819, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651282.8425475191, 5560),('e', 4651283.0745652206, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651283.2105407659, 5561),('e', 4651283.4586179508, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651285.9063445507, 5565),('e', 4651286.00246967, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651286.8263195418, 5567),('e', 4651287.2903630696, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651288.2744793482, 5570),('e', 4651288.39447538, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651289.5544839157, 5575),('e', 4651290.090473745, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651291.2664395571, 5578),('e', 4651291.5704407645, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651291.9384476962, 5580),('e', 4651292.2424416337, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651305.4582399102, 5589),('e', 4651305.7302504433, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651927.0097807487, 5605),('e', 4651927.233802706, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651928.0977681456, 5607),('e', 4651929.0657680631, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651944.4815510297, 5619),('e', 4651945.0895624254, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651949.3774814839, 5624),('e', 4651950.257479893, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651952.9694312578, 5631),('e', 4651953.105438021, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651954.2414195538, 5634),('e', 4651954.4014306553, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651956.2093989439, 5641),('e', 4651956.3133162474, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651965.4252639338, 5643),('e', 4651965.9852717854, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651967.8252260443, 5649),('e', 4651967.9212451074, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651968.769220341, 5650),('e', 4651969.1932175802, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651978.7131102914, 5662),('e', 4651979.2410932574, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651983.2250222266, 5666),('e', 4651983.3450349364, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651983.65701521, 5667),('e', 4651983.8330498738, 'ld'),]";
"1428470230";"'PaC'";"[('s', 4651985.2569949394, 5669),('e', 4651985.3929349901, 'ld'),]";
